x+2*y-3=0,while ranJammer is 16*(ran-0.5)*(ran-0.5)*(ran-0.5); ran is a real number in [0,1)
400 2
-0.8068350104617905 -3.444458820036758 0
-0.8959257766159361 -3.6889093590994553 0
-0.9315781095462978 -5.017326896649095 0
-3.0771343655856964 -4.100624205714888 0
5.470639060186443 -1.003189929951979 0
-0.001234058057673293 6.522922532364527 1
-4.280014984839747 3.210631406271669 0
4.441764149384918 -1.1551816099450114 0
-1.3504420187913602 4.384972432721753 1
-0.6668104353684399 -4.6727853515565805 0
2.4221253041021154 3.095350599341484 1
5.109283581534673 -5.956017464216399 0
5.116476542757406 -0.7659224630790067 1
-2.278770645715195 -4.942467993053112 0
3.6072913992051987 -4.454643221593944 0
1.514674549109253 -0.4350789099990062 0
0.8647769727098162 -3.3509456159369337 0
-5.147771251744597 -6.617788169986806 0
-2.840864723629555 -5.741046183565766 0
-1.4624357378952202 -3.9929032615334 0
3.580768085090961 -1.3493494359399658 0
2.4157719399793183 1.7261962862103384 1
-3.5032295740616783 -4.8534711235631915 0
4.103978133163883 3.1693917981934803 1
-6.819232467928974 6.380360721876809 1
4.787528465724099 -3.08033276868181 0
-0.09417619581308379 4.458193892264554 1
-3.804729345224432 2.7299817696927233 0
5.7145184496616075 -4.42226183610338 0
0.1937479089526477 -1.5482791238126536 0
-1.7818512441145953 -3.905882206592107 0
1.52189747652038 3.721594354795006 1
4.876452151875781 4.970527326701068 1
-6.211207279907667 -4.02900886188167 0
2.924488282199488 2.7292030295625795 1
4.39699809461052 0.5055685536931513 1
-4.495013694306589 2.7786147160699812 0
-4.890605570287443 4.7512946823213165 1
-0.400697091987944 5.850557837229429 1
0.7803109018718026 3.680579339936598 1
0.4012167154236619 3.40582560548188 1
-4.288889460753164 2.7290529489201028 0
2.1243918451570667 4.585507051342428 1
4.2109874262774145 -3.093205985841446 0
-0.43796118178855226 6.579152299549719 1
2.4467665498417075 5.420413410053381 1
-6.38213418703323 -5.7103114988194354 0
3.408418963438792 0.9836580166695135 1
-6.501103625922461 0.6930460212560487 0
1.8134500909695324 6.5396603915859615 1
2.207448687869956 -4.730926935417912 0
-4.306763516913295 -3.3105709875446783 0
-0.2979619905953439 4.92694264488202 1
1.073934924634476 -3.5333160047287304 0
-2.1679947907052646 3.7265476527666905 1
-3.9338098849406418 5.8729967942244725 1
3.5113276050952793 -1.1727490590333143 0
-3.5498016774308088 3.8499487409176787 1
6.112616399067317 -4.947007641430887 0
6.780666458536793 0.08345299353795355 1
3.668324748903089 -4.519429328834591 0
5.591003924502711 -2.4174368304454497 0
3.004444185359344 -2.0754150837071785 0
4.555139547596457 3.63029080572788 1
-3.349469023379763 -0.8470419380624259 0
-5.267697842837266 -0.8472581742003777 0
-0.5769457316204079 0.32236080240392107 0
6.194909594144637 -2.612957174024931 0
-1.4726383078310725 -1.6693981668677087 0
2.498518800592143 -1.0538951952209834 0
0.33377628086434097 -2.4431486144575913 0
-1.6719836969065551 6.883582131015114 1
0.5285796023111653 -3.529677803209591 0
-3.8654222383457695 2.465946875258232 0
-0.09988424305670729 -0.34007760383329977 0
-0.7917199300634958 -6.722763926908392 0
4.779597581436033 5.453846390331651 1
2.112818331846028 -4.361230753677358 0
5.207146180870431 3.097734163464068 1
-3.901051834537943 -5.349715716373856 0
-4.265774990453281 4.737871774848998 1
-4.4742495100952135 -3.6139544864356923 0
-6.191768934079643 1.6630327119088906 0
0.6234892016627849 -0.24866830360480896 0
4.724116627484332 4.50246042470217 1
-0.5450997230478993 0.46936208217502084 0
-1.1116456382373707 -6.378207404587627 0
-1.3443833811865051 0.7804740073740388 0
3.7453355079932704 -2.2766316386448873 0
0.5977846102642705 3.254745352821368 1
4.19474914081889 0.7185102780621877 1
2.8186677698848177 -3.8869104243214068 0
-1.8838659693218451 4.029451829629442 1
4.8393580362638495 -0.506837036930158 0
-6.944550683814944 -0.5137358286954596 0
-5.5249805950568565 1.96451627820487 0
-4.033786745859556 1.4543454482319238 0
-5.828931345489932 -5.522147905920283 0
-6.211203598086837 6.461935876978049 1
4.20925919270084 -2.0822051280979843 0
-6.343600205067098 4.752146402910801 1
0.38995511697526597 0.015307227076517549 0
5.601868949951422 -1.626202097987658 0
-6.755615060646335 0.9690799059550863 0
-5.821147495529818 4.819895339260376 1
-6.647981060467991 3.5354260638788184 0
-5.316784406913619 0.14796207224355418 0
-1.0216533198165632 2.2902432975325935 1
0.3515763782886663 4.955182579645757 1
4.208396954029541 2.3674837600899976 1
5.61519446502353 3.671980954880366 1
3.888799350878915 4.265612448044336 1
-5.80279923238576 2.1752617394100993 0
-2.9803398898359132 -4.277714503655384 0
6.463651322817506 6.658196586271117 1
0.42697171949974355 0.5297173884618231 0
2.2846476398894056 5.634595048573897 1
-6.57713843105748 -3.7529920137458603 0
0.947579886187971 3.666218961393155 1
3.207111760299131 2.71533026508789 1
6.013483157695223 -4.699195945129251 0
-5.382251303329649 3.1579195489712 0
5.9488384923747635 -1.626779093965251 1
5.796014226047622 0.4160111981839898 1
1.8344276519820317 -1.5154520352313792 0
0.8428579024448448 1.9073401997859898 1
-2.708083313877408 1.5225329655628896 0
0.7176767897716483 -2.525206630760211 0
3.2256584392344045 -4.433108047701493 0
2.729003020535104 1.1048715889752863 1
-4.793839293522162 -5.364692366857802 0
-4.088809646426576 4.130565059397901 1
-4.116773893422881 -6.671715843611894 0
3.446966105862746 -2.0108980219432033 0
-4.822198222418816 3.5368383285421845 1
0.8154996055432064 4.786119956477707 1
-1.9649382538930984 0.6562979570618459 0
1.4079972017226312 -0.8653416539438559 0
4.006539763973323 -3.9716025654249125 0
-3.4972657694124516 3.206780246382296 0
5.051736903531113 5.094849473769977 1
-5.5699737719455875 1.2806603658564608 0
-1.1986353233965101 2.6272626124703478 1
2.8423438417737765 4.815910377948802 1
-0.39669722214818237 -6.304354925620648 0
-4.250714374007664 -1.819715261707499 0
-5.617281370080284 -1.7980989078592293 0
-6.448676107323344 -0.5764345173487224 0
-0.4997903253724878 -6.056843929132151 0
4.0363403265591735 -6.802658771728108 0
0.10302054085706858 -6.453931093552942 0
1.1713665605485335 -0.793062576558033 0
-4.942521476165061 2.147476274360554 0
-2.332679054850942 0.014417359305876287 0
-3.5449996573678026 -2.535113849037633 0
2.5118144444767867 -5.943812890905436 0
2.3349696830274933 -6.365052164666764 0
5.905445990818021 -6.731670950561295 0
3.0072106239651406 3.787746728740132 1
6.907842577762391 -4.493330978678724 0
-2.067236001142933 5.314506267010764 1
6.36472456293731 -6.807718038247334 0
-3.811495473073477 1.8772112659637583 0
6.766344040620764 3.3984797595909733 1
-2.8406546688732295 -5.241771893543495 0
-0.8429763015805538 -4.579675724747334 0
2.238192364677461 1.6698335259530932 1
4.30753845055294 6.136682835689225 1
2.341443482873776 0.8076172971126445 1
-0.5345247128375572 -3.0016588547539005 0
-4.7539921734869 -4.93582797669075 0
2.158368313547057 -6.029518046577184 0
-2.1919315967352 6.902715713589803 1
-0.058492220952320206 4.347012035132083 1
2.625942424976515 -5.436976416455356 0
-3.485698936330602 -0.9329606133447763 0
6.657443557949006 -2.170836546937526 0
6.2895756222881 -3.564175844817548 0
-5.3995762273990575 -0.5187787685534262 0
-4.040806885883294 -1.67444081157336 0
-2.1957927849037153 -0.611111464507478 0
1.6829524547338186 6.753412402144408 1
0.31623353997041903 3.7471379035467525 1
4.718425178470481 6.859671192623499 1
-5.99456549687471 2.623146158346965 0
2.2457644080287085 -3.201840319141882 0
-6.9290075303204 -2.644677443769125 0
-5.881435156290002 3.871078631283655 0
-3.4223023082370565 -2.347820742783458 0
-5.259276330139945 -4.235831782941101 0
4.7989485979729425 -2.13049387307363 0
0.3373547640503005 2.2448546647839756 1
-1.6564439793815524 -5.0561810230571735 0
-3.181172336307016 -4.138614041561136 0
-2.552763028455555 3.0295028938653434 1
0.15087770862854044 -5.383308791143086 0
-5.015465471470051 -0.11611632763878421 0
-0.28342191121028093 2.2848376107029402 0
2.1686962557902714 -3.517670637428271 0
5.320289880062307 5.894824860423524 1
-3.5711643727422313 -4.10570777556549 0
5.128082706593032 -2.7634091595939667 0
2.3647505743538035 -4.062832532765609 0
-3.4914322894046435 -2.7357053109817366 0
-3.834320158468393 -1.9696532711439922 0
2.133686727441042 6.605250275119579 1
1.5317866051329145 -1.3644142559145511 0
-2.821744087405129 -0.4414038255433528 0
-0.5456396215547286 -5.013309803582194 0
2.5335866741181365 -4.078548556824714 0
-0.403121528804568 0.9327364679529735 0
-5.205750320757044 0.5537299040876642 0
-4.715238628437073 -1.2480121865098588 0
1.7141728370194658 -0.9660054864042975 0
1.9736331770267683 -2.99795962089546 0
0.8411995267913548 5.2220527265774574 1
-6.352738816252117 -2.2245667207770996 0
-6.7333589243804495 -3.410068645772844 0
-4.073645447217437 4.205167542632335 1
6.663161214818663 -1.7217226574679654 1
1.183613997777107 -0.556275263599904 0
0.9817203588370278 -0.14690890487724517 0
1.0006413647637253 5.51092078217266 1
-3.0563273771821713 -5.5426325445849365 0
-1.383420961029199 -3.084801515318526 0
5.561147154489906 2.65919969073048 1
-5.739041219388514 -1.499074029378522 0
0.7674778787230743 3.8840182574810083 1
-3.505268486872688 3.9183646907626892 1
-0.5841787875720292 6.381922716597561 1
0.8706475704113552 3.96682394113419 1
-6.359331445436874 -4.374182463505068 0
-2.2599318428073873 -5.004872768196815 0
-2.7376189211196666 1.6728342676312364 0
-5.842748359432387 6.8829681877303415 1
-1.4059386903598077 0.06711698258578003 0
-1.7503114274076346 -2.145479289868594 0
6.884216171267152 6.439478331877144 1
0.7259696769626998 0.6304141262210945 0
-3.444827789401222 0.09805357076640053 0
2.379003967604761 1.000842783277065 1
-4.610251564695313 4.039373480112234 1
1.4164574661078084 -6.247704607904321 0
3.547201786555657 0.28309434072547957 1
6.522600496181598 3.6106144927865795 1
-4.419898343682542 4.993974162350515 1
-6.0568671617786585 -2.7625260589824063 0
6.958986026312866 0.15588922172581166 1
-2.7899439242657773 -4.2441683391666825 0
-1.3699220312332072 -0.334726161318353 0
-2.083450929011031 -4.641355757298728 0
-6.872081727572686 -3.417852102685874 0
-3.8523251078048206 1.5065354851231194 0
-6.809343945676668 0.2889170109371364 0
-6.386666829642796 -5.567123409335449 0
-0.21160553448157593 4.7396703125173065 1
-6.536711165822558 5.193765320362095 1
1.2380233270835448 -5.478658170187156 0
-5.655396709800116 -6.473123502188205 0
-2.4386220186548577 5.684586961858125 1
-1.950072940631575 -1.8254913555120422 0
5.523452988594631 3.2346690864718255 1
0.5676992692112437 -2.9039674169348206 0
4.596231439537436 -5.294711503581135 0
0.3553532682088807 3.8133098394126863 1
-3.679870689128459 -1.3183007691358115 0
-2.0065127250564854 -2.1743721761963917 0
-2.27599763765444 -5.2895607630931964 0
-1.7718869709317082 -5.919258079119659 0
6.31732422400508 1.3545790216126654 1
-0.1385820033147438 -3.4656187624590915 0
-3.958089614258431 6.7548998681012815 1
-5.49306897646221 4.166999376429043 0
1.9791289877831046 -5.125655601978303 0
-2.713061222469114 6.904782315517554 1
-5.278188575171329 3.4772979568190845 0
1.928950432932354 -2.1805881765095543 0
-2.535769649473919 -3.9252595182976195 0
5.130785816300607 -5.978513003272631 0
4.020979908928765 6.705414150608304 1
-1.3665064409640826 5.735725222362079 1
3.2950322404764227 4.082374184324048 1
-1.8028989978093837 -0.7716719438649617 0
4.971582164934366 -0.2195322285055441 1
-1.948317169643333 0.28054945391479547 0
6.368707246734728 -6.353559142750983 0
5.737243046454937 -6.34369961896163 0
3.035770861696406 0.2588128435911887 1
6.298440276645474 -1.959590367397424 0
0.6195688733536378 4.234925981577073 1
-2.781422760490278 -5.070831710571691 0
4.136373539366519 1.5694718546955426 1
-3.6779445092478875 -6.7066076393314376 0
2.6714471977736807 1.4903640451596416 1
-2.887536318953323 -5.979847969553779 0
-2.091307761140621 6.938361863437786 1
-2.982323587796862 6.342424082984763 1
-5.839451170593917 -6.473094935242113 0
3.0630670078991376 -3.9875651251883966 0
0.7669850884465017 -4.565014936477522 0
5.274761915760129 -5.153240305648824 0
0.06357880980099484 1.2516076209221645 0
-1.7814467564856562 -2.3919654381920137 0
-1.5602585508506428 2.354780502997622 0
-4.49530614215123 3.784315609473618 1
4.332701286194821 3.406558088721461 1
